,bottom_layers,layer_height,ironing_enabled,flow_rate_extrusion_offset_factor,material_initial_print_temperature,material_flow,material_print_temperature_layer_0,material_bed_temperature_layer_0,brim_line_count,bridge_fan_speed,retraction_extrusion_window,retraction_hop,material_print_temperature,retraction_amount,retraction_retract_speed,retraction_enable,slicing_tolerance,small_feature_speed_factor,retraction_min_travel,material_bed_temperature,speed_layer_0,speed_print,cool_fan_full_at_height,speed_support_roof,speed_topbottom,speed_travel,speed_travel_layer_0,speed_wall,retraction_count_max,speed_wall_x,support_enable,infill_wall_line_count,support_interface_enable,retraction_hop_enabled,support_tree_angle,bridge_settings_enabled,support_tree_branch_diameter_angle,speed_wall_0,limit_support_retractions,speed_ironing,infill_sparse_density,support_xy_distance_overhang,support_z_distance,top_layers,travel_avoid_distance,wall_line_count,blobs,burning,gaps,layer_misalignment,layer_separation,line_misalignment,lost_adhesion,not_labelable,over_extrusion,overall_ok,poor_bridging,stringing,under_extrusion,warping
14,100.78681232623964,112.92849425850802,174.03635351361876,198.82665735727286,84.52313609333986,160.9251335525402,193.931337973501,35.636883320374004,50.97659163115262,110.93728730971215,104.49406055056025,128.97876135164287,99.11783250095496,60.771752648957545,120.65198534805194,155.04596606059903,73.65811251568886,1.8773787865064056,54.837498029934416,81.9617127504956,206.71915446090082,165.28426190787823,185.9627660767906,103.27764303329937,191.63125905651023,200.66571626304528,69.9159386725289,169.5369684309682,173.69939276710093,139.08646963967158,179.81717154971545,153.14982370504546,199.08590291060182,117.02352276227668,140.73798455012866,145.0290049679879,35.64823452255265,46.177033267740484,29.205168751673227,150.5387654519962,170.44275525657028,140.83871441203115,146.9697044135495,212.89905040841182,171.15672396252793,122.65482998059362,4.4631285292030105,3.2833995076014952,2.1617305144084935,4.677566093442579,3.887943926373835,5.728721695164601,4.133709291403916,6.5124957584470655,7.325333295420009,4.502387910415994,7.266485154975591,6.195235642503197,5.505887848181892,2.9057981649366056
15,123.05221387069761,112.92849425850802,174.03635351361876,198.82665735727286,84.52313609333986,160.9251335525402,193.931337973501,35.636883320374004,50.97659163115262,110.93728730971215,104.49406055056025,128.97876135164287,99.11783250095496,60.771752648957545,120.65198534805194,132.75367909176168,73.65811251568886,1.8773787865064056,54.837498029934416,81.9617127504956,206.71915446090082,165.28426190787823,185.9627660767906,103.27764303329937,191.63125905651023,200.66571626304528,69.9159386725289,169.5369684309682,173.69939276710093,139.08646963967158,179.81717154971545,153.14982370504546,199.08590291060182,117.02352276227668,140.73798455012866,145.0290049679879,35.64823452255265,46.177033267740484,29.205168751673227,126.76697107368514,170.44275525657028,140.83871441203115,146.9697044135495,212.89905040841182,171.15672396252793,122.65482998059362,4.4631285292030105,3.2833995076014952,2.1617305144084935,4.839237008999432,3.6510792838362156,5.728721695164601,4.266346220076716,6.5124957584470655,7.325333295420009,4.206721310655116,7.266485154975591,5.195235642503197,5.258219176016135,2.9057981649366056
16,145.3176154151556,112.92849425850802,174.03635351361876,198.82665735727286,84.52313609333986,160.9251335525402,193.931337973501,35.636883320374004,50.97659163115262,110.93728730971215,104.49406055056025,128.97876135164287,99.11783250095496,60.771752648957545,120.65198534805194,110.46139212292434,73.65811251568886,1.8773787865064056,54.837498029934416,81.9617127504956,206.71915446090082,165.28426190787823,185.9627660767906,103.27764303329937,191.63125905651023,200.66571626304528,69.9159386725289,169.5369684309682,173.69939276710093,139.08646963967158,179.81717154971545,153.14982370504546,199.08590291060182,117.02352276227668,140.73798455012866,145.0290049679879,35.64823452255265,46.177033267740484,29.205168751673227,102.99517669537408,170.44275525657028,140.83871441203115,146.9697044135495,212.89905040841182,171.15672396252793,122.65482998059362,4.4631285292030105,3.2833995076014952,2.1617305144084935,5.000907924556285,3.4142146412985954,5.728721695164601,4.398983148749517,6.5124957584470655,7.325333295420009,3.9110547108942377,7.266485154975591,4.195235642503197,5.010550503850377,2.9057981649366056
17,167.58301695961356,112.92849425850802,174.03635351361876,198.82665735727286,84.52313609333986,160.9251335525402,193.931337973501,35.636883320374004,50.97659163115262,110.93728730971215,104.49406055056025,128.97876135164287,99.11783250095496,60.771752648957545,120.65198534805194,88.16910515408699,73.65811251568886,1.8773787865064056,54.837498029934416,81.9617127504956,206.71915446090082,165.28426190787823,185.9627660767906,103.27764303329937,191.63125905651023,200.66571626304528,69.9159386725289,169.5369684309682,173.69939276710093,139.08646963967158,179.81717154971545,153.14982370504546,199.08590291060182,117.02352276227668,140.73798455012866,145.0290049679879,35.64823452255265,46.177033267740484,29.205168751673227,79.22338231706303,170.44275525657028,140.83871441203115,146.9697044135495,212.89905040841182,171.15672396252793,122.65482998059362,4.4631285292030105,3.2833995076014952,2.1617305144084935,5.162578840113138,3.177349998760976,5.728721695164601,4.531620077422318,6.5124957584470655,7.325333295420009,3.6153881111333597,7.266485154975591,3.195235642503197,4.762881831684618,2.9057981649366056
18,189.84841850407153,112.92849425850802,174.03635351361876,198.82665735727286,84.52313609333986,160.9251335525402,193.931337973501,35.636883320374004,50.97659163115262,110.93728730971215,104.49406055056025,128.97876135164287,99.11783250095496,60.771752648957545,120.65198534805194,65.87681818524965,73.65811251568886,1.8773787865064056,54.837498029934416,81.9617127504956,206.71915446090082,165.28426190787823,185.9627660767906,103.27764303329937,191.63125905651023,200.66571626304528,69.9159386725289,169.5369684309682,173.69939276710093,139.08646963967158,179.81717154971545,153.14982370504546,199.08590291060182,117.02352276227668,140.73798455012866,145.0290049679879,35.64823452255265,46.177033267740484,29.205168751673227,55.45158793875197,170.44275525657028,140.83871441203115,146.9697044135495,212.89905040841182,171.15672396252793,122.65482998059362,4.4631285292030105,3.2833995076014952,2.1617305144084935,5.3242497556699915,2.940485356223356,5.728721695164601,4.664257006095118,6.5124957584470655,7.325333295420009,3.3197215113724816,7.266485154975591,2.195235642503197,4.51521315951886,2.9057981649366056
19,212.1138200485295,112.92849425850802,174.03635351361876,198.82665735727286,84.52313609333986,160.9251335525402,193.931337973501,35.636883320374004,50.97659163115262,110.93728730971215,104.49406055056025,128.97876135164287,99.11783250095496,60.771752648957545,120.65198534805194,43.58453121641231,73.65811251568886,1.8773787865064056,54.837498029934416,81.9617127504956,206.71915446090082,165.28426190787823,185.9627660767906,103.27764303329937,191.63125905651023,200.66571626304528,69.9159386725289,169.5369684309682,173.69939276710093,139.08646963967158,179.81717154971545,153.14982370504546,199.08590291060182,117.02352276227668,140.73798455012866,145.0290049679879,35.64823452255265,46.177033267740484,29.205168751673227,31.679793560440917,170.44275525657028,140.83871441203115,146.9697044135495,212.89905040841182,171.15672396252793,122.65482998059362,4.4631285292030105,3.2833995076014952,2.1617305144084935,5.485920671226844,2.7036207136857366,5.728721695164601,4.796893934767919,6.5124957584470655,7.325333295420009,3.024054911611603,7.266485154975591,1.195235642503197,4.267544487353101,2.9057981649366056
20,234.37922159298748,112.92849425850802,174.03635351361876,198.82665735727286,84.52313609333986,160.9251335525402,193.931337973501,35.636883320374004,50.97659163115262,110.93728730971215,104.49406055056025,128.97876135164287,99.11783250095496,60.771752648957545,120.65198534805194,21.29224424757497,73.65811251568886,1.8773787865064056,54.837498029934416,81.9617127504956,206.71915446090082,165.28426190787823,185.9627660767906,103.27764303329937,191.63125905651023,200.66571626304528,69.9159386725289,169.5369684309682,173.69939276710093,139.08646963967158,179.81717154971545,153.14982370504546,199.08590291060182,117.02352276227668,140.73798455012866,145.0290049679879,35.64823452255265,46.177033267740484,29.205168751673227,7.907999182129863,170.44275525657028,140.83871441203115,146.9697044135495,212.89905040841182,171.15672396252793,122.65482998059362,4.4631285292030105,3.2833995076014952,2.1617305144084935,5.647591586783697,2.466756071148117,5.728721695164601,4.834843107712754,6.5124957584470655,7.325333295420009,2.728388311850725,7.266485154975591,0.1952356425031975,4.019875815187342,2.9057981649366056
23,124.43805474243699,112.5185666029625,71.75289246560912,115.79936183196288,71.74094856216757,94.04499907958267,60.13775414324743,74.86640823050432,168.78871125535824,92.00065502872934,74.12651247291136,92.80758443176754,135.09687558588126,155.76114436555,124.09052345042022,125.3410836481243,68.35760841367916,142.043198847026,101.96957038607115,27.133817982195467,102.64063674595684,137.980782820391,220.95520990942083,73.36183561259205,153.97091961778003,199.89404332213545,110.1869222177534,169.39995278348383,118.26057051342744,167.278617258664,103.62864966721799,94.64517637935457,207.57519808983884,42.578094576464494,139.67199864860075,5.791578649134422,22.962204497788647,148.2089826580297,184.2016344020948,193.4755164475609,117.77869371410378,140.4835576620679,72.31074898458846,90.35002945500207,168.8166880525871,86.74621098358483,4.951503373754879,5.803978511992772,5.018553190976071,5.409936032795894,4.6213707632557375,6.380811696167749,3.7223704720201685,2.6077981256134315,8.563282610767638,4.77072263514995,5.432381654861904,5.9990507853462764,4.469572309118191,3.407613962040073
24,124.43805474243699,112.5185666029625,71.75289246560912,115.79936183196288,94.18781633526686,94.04499907958267,60.13775414324743,74.86640823050432,168.78871125535824,92.00065502872934,74.12651247291136,92.80758443176754,135.09687558588126,155.76114436555,124.09052345042022,125.3410836481243,91.31793250564587,142.043198847026,101.96957038607115,27.133817982195467,102.64063674595684,137.980782820391,220.95520990942083,73.36183561259205,153.97091961778003,199.89404332213545,110.1869222177534,169.39995278348383,118.26057051342744,167.278617258664,103.62864966721799,94.64517637935457,207.57519808983884,42.578094576464494,139.67199864860075,5.791578649134422,22.962204497788647,148.2089826580297,184.2016344020948,193.4755164475609,117.77869371410378,140.4835576620679,72.31074898458846,90.35002945500207,168.8166880525871,86.74621098358483,4.951503373754879,5.803978511992772,5.018553190976071,5.409936032795894,4.8742434339225,6.380811696167749,3.7223704720201685,2.6077981256134315,8.063282610767638,4.77072263514995,5.432381654861904,5.9990507853462764,4.469572309118191,3.6061026128138742
25,124.43805474243699,112.5185666029625,71.75289246560912,115.79936183196288,116.63468410836614,94.04499907958267,60.13775414324743,74.86640823050432,168.78871125535824,92.00065502872934,74.12651247291136,92.80758443176754,135.09687558588126,155.76114436555,124.09052345042022,125.3410836481243,114.2782565976126,142.043198847026,101.96957038607115,27.133817982195467,102.64063674595684,137.980782820391,220.95520990942083,73.36183561259205,153.97091961778003,199.89404332213545,110.1869222177534,169.39995278348383,118.26057051342744,167.278617258664,103.62864966721799,94.64517637935457,207.57519808983884,42.578094576464494,139.67199864860075,5.791578649134422,22.962204497788647,148.2089826580297,184.2016344020948,193.4755164475609,117.77869371410378,140.4835576620679,72.31074898458846,90.35002945500207,168.8166880525871,86.74621098358483,4.951503373754879,5.803978511992772,5.018553190976071,5.409936032795894,5.127116104589262,6.380811696167749,3.7223704720201685,2.6077981256134315,7.563282610767637,4.77072263514995,5.432381654861904,5.9990507853462764,4.469572309118191,3.8045912635876746
26,124.43805474243699,112.5185666029625,71.75289246560912,115.79936183196288,139.08155188146543,94.04499907958267,60.13775414324743,74.86640823050432,168.78871125535824,92.00065502872934,74.12651247291136,92.80758443176754,135.09687558588126,155.76114436555,124.09052345042022,125.3410836481243,137.23858068957932,142.043198847026,101.96957038607115,27.133817982195467,102.64063674595684,137.980782820391,220.95520990942083,73.36183561259205,153.97091961778003,199.89404332213545,110.1869222177534,169.39995278348383,118.26057051342744,167.278617258664,103.62864966721799,94.64517637935457,207.57519808983884,42.578094576464494,139.67199864860075,5.791578649134422,22.962204497788647,148.2089826580297,184.2016344020948,193.4755164475609,117.77869371410378,140.4835576620679,72.31074898458846,90.35002945500207,168.8166880525871,86.74621098358483,4.951503373754879,5.803978511992772,5.018553190976071,5.409936032795894,5.379988775256024,6.380811696167749,3.7223704720201685,2.6077981256134315,7.063282610767637,4.77072263514995,5.432381654861904,5.9990507853462764,4.469572309118191,4.003079914361476
27,124.43805474243699,112.5185666029625,71.75289246560912,115.79936183196288,161.52841965456471,94.04499907958267,60.13775414324743,74.86640823050432,168.78871125535824,92.00065502872934,74.12651247291136,92.80758443176754,135.09687558588126,155.76114436555,124.09052345042022,125.3410836481243,160.19890478154605,142.043198847026,101.96957038607115,27.133817982195467,102.64063674595684,137.980782820391,220.95520990942083,73.36183561259205,153.97091961778003,199.89404332213545,110.1869222177534,169.39995278348383,118.26057051342744,167.278617258664,103.62864966721799,94.64517637935457,207.57519808983884,42.578094576464494,139.67199864860075,5.791578649134422,22.962204497788647,148.2089826580297,184.2016344020948,193.4755164475609,117.77869371410378,140.4835576620679,72.31074898458846,90.35002945500207,168.8166880525871,86.74621098358483,4.951503373754879,5.803978511992772,5.018553190976071,5.409936032795894,5.632861445922785,6.380811696167749,3.7223704720201685,2.6077981256134315,6.563282610767637,4.77072263514995,5.432381654861904,5.9990507853462764,4.469572309118191,4.201568565135277
28,124.43805474243699,112.5185666029625,71.75289246560912,115.79936183196288,183.975287427664,94.04499907958267,60.13775414324743,74.86640823050432,168.78871125535824,92.00065502872934,74.12651247291136,92.80758443176754,135.09687558588126,155.76114436555,124.09052345042022,125.3410836481243,183.15922887351277,142.043198847026,101.96957038607115,27.133817982195467,102.64063674595684,137.980782820391,220.95520990942083,73.36183561259205,153.97091961778003,199.89404332213545,110.1869222177534,169.39995278348383,118.26057051342744,167.278617258664,103.62864966721799,94.64517637935457,207.57519808983884,42.578094576464494,139.67199864860075,5.791578649134422,22.962204497788647,148.2089826580297,184.2016344020948,193.4755164475609,117.77869371410378,140.4835576620679,72.31074898458846,90.35002945500207,168.8166880525871,86.74621098358483,4.951503373754879,5.803978511992772,5.018553190976071,5.409936032795894,5.885734116589547,6.380811696167749,3.7223704720201685,2.6077981256134315,6.063282610767637,4.77072263514995,5.432381654861904,5.9990507853462764,4.469572309118191,4.400057215909078
29,124.43805474243699,112.5185666029625,71.75289246560912,115.79936183196288,206.42215520076329,94.04499907958267,60.13775414324743,74.86640823050432,168.78871125535824,92.00065502872934,74.12651247291136,92.80758443176754,135.09687558588126,155.76114436555,124.09052345042022,125.3410836481243,206.1195529654795,142.043198847026,101.96957038607115,27.133817982195467,102.64063674595684,137.980782820391,220.95520990942083,73.36183561259205,153.97091961778003,199.89404332213545,110.1869222177534,169.39995278348383,118.26057051342744,167.278617258664,103.62864966721799,94.64517637935457,207.57519808983884,42.578094576464494,139.67199864860075,5.791578649134422,22.962204497788647,148.2089826580297,184.2016344020948,193.4755164475609,117.77869371410378,140.4835576620679,72.31074898458846,90.35002945500207,168.8166880525871,86.74621098358483,4.951503373754879,5.803978511992772,5.018553190976071,5.409936032795894,6.138606787256309,6.380811696167749,3.7223704720201685,2.6077981256134315,5.563282610767637,4.77072263514995,5.432381654861904,5.9990507853462764,4.469572309118191,4.598545866682878
30,124.43805474243699,112.5185666029625,71.75289246560912,115.79936183196288,228.86902297386257,94.04499907958267,60.13775414324743,74.86640823050432,168.78871125535824,92.00065502872934,74.12651247291136,92.80758443176754,135.09687558588126,155.76114436555,124.09052345042022,125.3410836481243,229.07987705744623,142.043198847026,101.96957038607115,27.133817982195467,102.64063674595684,137.980782820391,220.95520990942083,73.36183561259205,153.97091961778003,199.89404332213545,110.1869222177534,169.39995278348383,118.26057051342744,167.278617258664,103.62864966721799,94.64517637935457,207.57519808983884,42.578094576464494,139.67199864860075,5.791578649134422,22.962204497788647,148.2089826580297,184.2016344020948,193.4755164475609,117.77869371410378,140.4835576620679,72.31074898458846,90.35002945500207,168.8166880525871,86.74621098358483,4.951503373754879,5.803978511992772,5.018553190976071,5.409936032795894,6.391479457923072,6.380811696167749,3.7223704720201685,2.6077981256134315,5.063282610767637,4.77072263514995,5.432381654861904,5.9990507853462764,4.469572309118191,4.797034517456678
31,124.43805474243699,112.5185666029625,71.75289246560912,115.79936183196288,251.31589074696186,94.04499907958267,60.13775414324743,74.86640823050432,168.78871125535824,92.00065502872934,74.12651247291136,92.80758443176754,135.09687558588126,155.76114436555,124.09052345042022,125.3410836481243,252.04020114941295,142.043198847026,101.96957038607115,27.133817982195467,102.64063674595684,137.980782820391,220.95520990942083,73.36183561259205,153.97091961778003,199.89404332213545,110.1869222177534,169.39995278348383,118.26057051342744,167.278617258664,103.62864966721799,94.64517637935457,207.57519808983884,42.578094576464494,139.67199864860075,5.791578649134422,22.962204497788647,148.2089826580297,184.2016344020948,193.4755164475609,117.77869371410378,140.4835576620679,72.31074898458846,90.35002945500207,168.8166880525871,86.74621098358483,4.951503373754879,5.803978511992772,5.018553190976071,5.409936032795894,6.5290827903920645,6.380811696167749,3.7223704720201685,2.6077981256134315,4.781641305383818,4.77072263514995,5.432381654861904,5.9990507853462764,4.469572309118191,4.945734263798342
